,0
16,28
17,43
18,28
19,15
20,20
21,21
22,15
23,43
24,33
25,14
26,63
27,17
28,89
29,46
30,27
31,57
32,32
33,16
34,8
35,23
36,12
37,34
38,17
39,17
40,8
41,26
42,25
43,16
44,42
45,30
46,15
47,17
48,20
49,20
50,19
51,19
52,6
53,5
54,15
55,12
56,20
57,71
58,15
59,51
60,38
61,48
62,11
63,12
64,21
65,16
66,17
67,74
68,30
69,15
70,25
71,68
72,13
73,10
74,36
75,31
76,33
77,18
78,6
79,6
80,34
81,5
82,17
83,7
84,41
85,6
86,34
87,22
88,63
89,51
90,37
91,70
92,13
93,18
94,16
95,16
96,41
97,11
98,24
99,79
0,11
1,12
2,7
3,46
4,39
5,13
6,13
7,24
8,57
9,32
10,25
11,27
12,50
13,19
14,29
15,19
16,57
17,31
18,35
19,24
20,37
21,35
22,5
23,10
24,36
25,26
26,35
27,19
28,31
29,26
30,15
31,12
32,34
33,12
34,15
35,58
36,27
37,37
38,48
39,12
40,14
41,28
42,13
43,6
44,75
45,43
46,48
47,6
48,16
49,13
50,111
51,63
52,24
53,6
54,42
55,52
56,14
57,10
58,13
59,15
60,24
61,50
62,73
63,53
64,23
65,13
66,17
67,37
68,17
69,6
70,30
71,34
72,20
73,26
74,11
75,8
76,6
77,45
78,21
79,17
80,31
81,5
82,33
83,6
84,50
85,11
86,11
87,8
88,11
89,36
90,21
91,41
92,13
93,28
94,10
95,26
96,10
97,15
98,49
99,38
0,9
1,23
2,7
3,8
4,15
5,13
6,10
7,34
8,48
9,9
10,21
11,80
12,10
13,43
14,6
15,35
16,11
17,10
18,12
19,57
20,8
21,14
22,82
23,16
24,12
25,13
26,13
27,7
28,12
29,10
30,19
31,5
32,16
33,39
34,23
35,34
36,6
37,7
38,27
39,22
40,17
41,11
42,42
43,59
44,14
45,33
46,14
47,5
48,24
49,14
50,32
51,5
52,27
53,5
54,40
55,28
56,36
57,13
58,23
59,30
60,8
61,67
62,10
63,35
64,21
65,18
66,13
67,40
68,25
69,12
70,22
71,11
72,36
73,45
74,19
75,35
76,27
77,23
78,68
79,14
80,29
81,11
82,21
83,23
84,10
85,27
86,19
87,25
88,30
89,44
90,43
91,37
92,32
93,13
94,13
95,20
96,27
97,15
98,12
99,40
0,30
1,46
2,22
3,7
4,18
5,15
6,48
7,9
8,31
9,28
10,9
11,40
12,76
13,28
14,33
15,8
16,22
17,36
18,8
19,96
20,44
21,42
22,15
23,17
24,24
25,27
26,9
27,71
28,33
29,50
30,50
31,10
32,14
33,12
34,29
35,44
36,17
37,22
38,17
39,67
40,32
41,35
42,41
43,20
44,16
45,8
46,20
47,8
48,77
49,21
50,8
51,33
52,20
53,20
54,30
55,10
56,38
57,43
58,15
59,32
60,13
61,12
62,17
63,74
64,22
65,11
66,28
67,58
68,22
69,11
70,12
71,11
72,38
73,112
74,7
75,21
76,9
77,26
78,5
79,35
80,14
81,16
82,28
83,6
84,43
85,44
86,6
87,32
88,19
89,57
90,39
91,9
92,30
93,26
94,11
95,16
96,41
97,23
98,37
99,26
0,15
1,38
2,10
3,8
4,22
5,58
6,17
7,28
8,29
9,32
10,15
11,20
12,19
13,12
14,11
15,28
16,6
17,35
18,47
19,27
20,16
21,5
22,17
23,40
24,27
25,33
26,15
27,31
28,26
29,33
30,74
31,44
32,26
33,5
34,39
35,9
36,9
37,16
38,12
39,15
40,53
41,37
42,47
43,68
44,25
45,26
46,16
47,10
48,9
49,27
50,24
51,28
52,18
53,21
54,39
55,10
56,17
57,20
58,17
59,9
60,35
61,7
62,21
63,95
64,6
65,18
66,25
67,9
68,29
69,14
70,20
71,5
72,7
73,43
74,38
75,25
76,9
77,9
78,50
79,25
80,27
81,8
82,20
83,38
84,30
85,18
86,86
87,11
88,13
89,87
90,17
91,7
92,5
93,14
94,17
95,12
96,22
97,7
98,20
99,47
0,23
1,19
2,27
3,18
4,45
5,31
6,13
7,46
8,29
9,17
10,38
11,16
12,15
13,59
14,10
15,18
16,21
17,21
18,68
19,9
20,9
21,17
22,35
23,31
24,29
25,6
26,33
27,45
28,21
29,17
30,17
31,62
32,18
33,32
34,29
35,12
36,28
37,32
38,31
39,47
40,86
41,18
42,62
43,25
44,34
45,35
46,8
47,37
48,16
49,22
50,30
51,14
52,15
53,6
54,28
55,9
56,38
57,47
58,26
59,20
60,8
61,28
62,22
63,31
64,18
65,23
66,44
67,18
68,26
69,25
70,8
71,31
72,23
73,11
74,20
75,8
76,16
77,23
78,11
79,42
80,26
81,23
82,8
83,12
84,7
85,10
86,4
87,13
88,5
89,9
90,64
91,18
92,5
93,11
94,8
95,31
96,6
97,29
98,27
99,20
0,10
1,15
2,36
3,14
4,5
5,13
6,10
7,41
8,57
9,8
10,15
11,12
12,21
13,17
14,35
15,37
16,12
17,44
18,5
19,6
20,18
21,51
22,23
23,27
24,17
25,24
26,44
27,7
28,20
29,15
30,68
31,77
32,20
33,72
34,34
35,28
36,14
37,11
38,29
39,18
40,10
41,4
42,38
43,56
44,24
45,65
46,34
47,30
48,11
49,40
50,8
51,64
52,50
53,15
54,30
55,13
56,10
57,140
58,13
59,13
60,5
61,6
62,46
63,34
64,18
65,19
66,10
67,24
68,29
69,6
70,15
71,31
72,29
73,29
74,6
75,37
76,85
77,21
78,7
79,8
80,32
81,39
82,17
83,36
84,25
85,82
86,8
87,75
88,13
89,27
90,6
91,101
92,20
93,34
94,7
95,14
96,104
97,12
98,83
99,25
0,18
1,12
2,39
3,21
4,14
5,4
6,39
7,22
8,23
9,16
10,48
11,5
12,10
13,9
14,24
15,15
16,7
17,18
18,6
19,29
20,13
21,26
22,52
23,30
24,23
25,27
26,16
27,31
28,20
29,23
30,19
31,20
32,43
33,4
34,22
35,43
36,9
37,12
38,32
39,9
40,17
41,72
42,19
43,25
44,33
45,15
46,13
47,28
48,11
49,9
50,30
51,36
52,3
53,42
54,10
55,27
56,17
57,9
58,27
59,27
60,41
61,18
62,33
63,61
64,24
65,18
66,37
67,21
68,22
69,6
70,7
71,26
72,5
73,9
74,17
75,56
76,15
77,25
78,14
79,14
80,13
81,15
82,66
83,7
84,37
85,56
86,30
87,13
88,16
89,29
90,10
91,10
92,5
93,8
94,44
95,42
96,5
97,50
98,20
99,14
0,18
1,20
2,35
3,30
4,52
5,9
6,11
7,28
8,14
9,10
10,22
11,28
12,20
13,9
14,10
15,46
16,19
17,21
18,36
19,21
20,16
21,14
22,14
23,36
24,37
25,29
26,30
27,20
28,36
29,18
30,38
31,64
32,34
33,24
34,19
35,10
36,41
37,37
38,21
39,41
40,70
41,30
42,15
43,47
44,40
45,7
46,33
47,7
48,31
49,14
50,41
51,23
52,68
53,26
54,42
55,13
56,25
57,37
58,6
59,15
60,14
61,11
62,47
63,6
64,7
65,34
66,24
67,12
68,50
69,10
70,29
71,7
72,13
73,28
74,34
75,27
76,28
77,6
78,39
79,24
80,32
81,107
82,37
83,21
84,26
85,6
86,25
87,31
88,74
89,10
90,8
91,21
92,29
93,30
94,25
95,16
96,25
97,33
98,13
99,30
0,17
1,26
2,31
3,20
4,19
5,6
6,23
7,31
8,44
9,17
10,16
11,26
12,7
13,11
14,6
15,11
16,59
17,4
18,6
19,31
20,20
21,15
22,43
23,29
24,12
25,12
26,7
27,12
28,5
29,14
30,37
31,20
32,34
33,55
34,20
35,24
36,15
37,25
38,57
39,4
40,12
41,39
42,37
43,12
44,37
45,46
46,14
47,27
48,30
49,21
50,16
51,38
52,24
53,11
54,29
55,34
56,27
57,42
58,11
59,11
60,26
61,5
62,18
63,11
64,9
65,7
66,16
67,27
68,20
69,14
70,33
71,36
72,23
73,27
74,17
75,21
76,44
77,18
78,6
79,47
80,10
81,17
82,13
83,45
84,22
85,39
86,64
87,36
88,32
89,10
90,26
91,31
92,55
93,27
94,11
95,33
96,14
97,25
98,36
99,10
0,9
1,15
2,21
3,23
4,40
5,14
6,62
7,16
8,28
9,26
10,6
11,16
12,24
13,13
14,100
15,13
16,35
17,51
18,6
19,8
20,26
21,36
22,12
23,11
24,18
25,17
26,32
27,22
28,32
29,69
30,16
31,14
32,9
33,30
34,6
35,36
36,16
37,21
38,45
39,8
40,15
41,21
42,54
43,11
44,37
45,25
46,73
47,13
48,28
49,42
50,8
51,4
52,11
53,16
54,9
55,75
56,12
57,9
58,11
59,61
60,32
61,39
62,29
63,71
64,35
65,26
66,13
67,6
68,29
69,8
70,28
71,24
72,31
73,10
74,37
75,29
76,11
77,6
78,47
79,12
80,7
81,24
82,58
83,43
84,12
85,10
86,38
87,21
88,28
89,10
90,7
91,60
92,41
93,17
94,32
95,49
96,96
97,42
98,23
99,18
0,11
1,42
2,26
3,34
4,19
5,40
6,18
7,29
8,37
9,52
10,40
11,62
12,17
13,19
14,22
15,22
16,87
17,12
18,7
19,5
20,36
21,37
22,74
23,45
24,11
25,22
26,5
27,16
28,16
29,43
30,10
31,35
32,30
33,7
34,9
35,25
36,31
37,22
38,32
39,30
40,22
41,31
42,25
43,6
44,17
45,29
46,44
47,19
48,9
49,66
50,9
51,20
52,87
53,27
54,19
55,30
56,22
57,58
58,24
59,11
60,9
61,35
62,16
63,45
64,12
65,36
66,1
67,46
68,22
69,31
70,22
71,20
72,55
73,7
74,27
75,20
76,9
77,8
78,15
79,12
80,9
81,36
82,26
83,6
84,40
85,22
86,23
87,11
88,26
89,41
90,7
91,49
92,15
93,28
94,25
95,46
96,47
97,8
98,33
99,54
0,9
1,45
2,53
3,32
4,28
5,36
6,50
7,51
8,14
9,15
10,9
11,21
12,31
13,31
14,24
15,42
16,29
17,37
18,20
19,16
20,32
21,19
22,12
23,23
24,3
25,13
26,59
27,13
28,19
29,16
30,5
31,7
32,18
33,22
34,36
35,18
36,16
37,45
38,25
39,11
40,41
41,39
42,10
43,57
44,17
45,12
46,49
47,11
48,21
49,13
50,20
51,59
52,3
53,12
54,39
55,22
56,46
57,43
58,48
59,66
60,22
61,45
62,29
63,23
64,49
65,47
66,21
67,25
68,20
69,20
70,15
71,31
72,12
73,49
74,20
75,37
76,5
77,23
78,18
79,32
80,26
81,71
82,18
83,17
84,11
85,19
86,60
87,47
88,8
89,35
90,18
91,12
92,10
93,22
94,14
95,4
96,37
97,101
98,21
99,43
0,7
1,36
2,31
3,4
4,16
5,27
6,53
7,41
8,32
9,20
10,12
11,29
12,8
13,18
14,33
15,48
16,18
17,40
18,36
19,23
20,51
21,18
22,27
23,19
24,10
25,21
26,35
27,23
28,51
29,10
30,15
31,26
32,14
33,17
34,7
35,58
36,10
37,36
38,36
39,58
40,44
41,46
42,35
43,20
44,10
45,43
46,64
47,6
48,7
49,22
50,32
51,7
52,18
53,28
54,27
55,9
56,14
57,16
58,27
59,12
60,8
61,24
62,51
63,8
64,15
65,25
66,48
67,6
68,21
69,5
70,10
71,13
72,50
73,12
74,15
75,21
76,24
77,14
78,45
79,37
80,11
81,5
82,106
83,9
84,23
85,41
86,30
87,18
88,37
89,34
90,13
91,7
92,9
93,22
94,11
95,16
96,26
97,52
98,25
99,23
