,0
520,80
521,19
522,27
523,22
524,19
525,11
526,29
527,19
528,40
529,22
530,72
531,14
532,112
533,34
534,66
535,12
536,21
537,18
538,69
539,15
540,16
541,19
542,10
543,15
544,27
545,27
546,44
547,31
548,28
549,55
550,19
551,23
552,19
553,32
554,27
555,40
556,35
557,9
558,65
559,23
560,20
561,20
562,11
563,26
564,13
565,10
566,31
567,41
568,30
569,13
570,53
571,29
572,15
573,28
574,22
575,18
576,14
577,71
578,13
579,17
580,22
581,10
582,17
583,29
584,30
585,31
586,25
587,71
588,15
589,12
590,23
591,13
592,68
593,66
594,18
595,20
596,48
597,29
598,25
599,81
600,8
601,47
602,16
603,53
604,14
605,13
606,95
607,56
608,58
609,14
610,32
611,66
612,39
613,74
614,61
615,17
616,48
617,15
618,36
619,11
620,21
621,120
622,11
623,40
624,12
625,20
626,14
627,17
628,68
629,75
630,19
631,93
632,30
633,17
634,13
635,102
636,24
637,44
638,111
639,15
640,21
641,10
642,42
643,62
644,21
645,31
646,56
647,32
648,38
649,23
650,15
651,13
652,41
653,104
654,25
655,10
656,66
657,12
658,27
659,27
660,24
661,116
662,19
663,27
664,97
665,96
666,32
667,36
668,35
669,70
670,24
671,7
672,21
673,105
674,96
675,15
676,56
677,29
678,34
679,15
680,12
681,36
682,22
683,49
684,28
685,26
686,21
687,35
688,98
689,16
690,23
691,27
692,43
693,17
694,20
695,48
696,14
697,32
698,107
699,9
700,10
701,23
702,21
703,76
704,34
705,16
706,45
707,23
708,23
709,21
710,21
711,8
712,26
713,26
714,55
715,12
716,11
717,85
718,23
719,119
720,23
721,37
722,14
723,28
724,22
725,22
726,13
727,27
728,46
729,10
730,41
731,21
732,43
733,22
734,106
735,31
736,10
737,24
738,23
739,26
740,69
741,76
742,13
743,25
744,8
745,22
746,19
747,25
748,11
749,61
750,81
751,28
752,41
753,21
754,77
755,15
756,98
757,9
758,42
759,21
760,37
761,32
762,27
763,19
764,21
765,31
766,56
767,56
768,20
769,50
770,40
771,26
772,77
773,42
774,18
775,56
776,62
777,96
778,28
779,22
780,55
781,31
782,49
783,32
784,98
785,32
786,24
787,12
788,30
789,31
790,46
791,18
792,28
793,11
794,19
795,49
796,38
797,73
798,14
799,17
800,24
