,0
457,102
458,64
459,34
460,72
461,19
462,83
463,16
464,12
465,99
466,82
467,68
468,97
469,59
470,63
471,101
472,39
473,15
474,69
475,10
476,58
477,107
478,69
479,27
480,26
481,33
482,51
483,49
484,16
485,96
486,79
487,67
488,85
489,62
490,10
491,98
492,45
493,65
494,96
495,96
496,16
497,94
498,25
499,61
500,67
501,70
502,94
503,81
504,64
505,52
506,11
507,66
508,56
509,56
510,94
511,53
512,10
513,71
514,66
515,65
516,66
517,65
518,98
519,18
520,10
521,10
522,38
523,16
524,28
525,54
526,96
527,105
528,100
529,91
530,56
531,66
532,61
533,98
534,45
535,57
536,29
537,68
538,20
539,10
540,97
541,93
542,67
543,68
544,64
545,79
546,19
547,95
548,48
549,122
550,61
551,81
552,53
553,68
554,52
555,63
556,10
557,58
558,66
559,56
560,87
561,90
562,20
563,75
564,62
565,66
566,86
567,86
568,10
569,10
570,85
571,10
572,10
573,99
574,53
575,78
576,102
577,12
578,93
579,85
580,11
581,65
582,95
583,72
584,97
585,67
586,17
587,10
588,96
589,75
590,10
591,21
592,45
593,18
594,93
595,48
596,83
597,60
598,61
599,47
600,104
601,61
602,12
603,20
604,12
605,71
606,33
607,13
608,66
609,20
610,20
611,40
612,75
613,63
614,112
615,47
616,51
617,99
618,48
619,115
620,46
621,49
622,52
623,56
624,76
625,85
626,10
627,56
628,55
629,58
630,20
631,18
632,11
633,99
634,101
635,36
636,12
637,10
638,47
639,69
640,64
641,24
642,65
643,98
644,28
645,66
646,44
647,82
648,62
649,110
650,63
651,78
652,59
653,34
654,40
655,90
656,13
657,69
658,83
659,71
660,95
661,91
662,11
663,13
664,16
665,67
666,52
667,100
668,107
669,64
670,70
671,10
672,117
673,12
674,82
675,71
676,75
677,10
678,95
679,98
680,66
681,10
682,64
683,56
684,73
685,59
686,15
687,53
688,74
689,69
690,34
691,11
692,15
693,64
694,103
695,35
696,20
697,102
698,82
699,94
700,55
701,10
702,64
703,47
704,93
705,10
706,94
707,100
708,81
709,10
710,103
711,68
712,12
713,29
714,60
715,10
716,47
717,98
718,10
719,37
720,65
721,60
722,80
723,67
724,35
725,50
726,16
727,78
728,10
729,72
730,10
731,65
732,55
733,61
734,70
735,93
736,64
737,31
738,20
739,85
740,10
741,32
742,66
743,10
744,58
745,72
746,39
747,73
748,64
749,52
750,77
751,29
752,70
753,100
754,129
755,54
756,63
757,55
758,76
759,99
760,21
761,113
762,52
763,65
764,43
765,104
766,60
767,54
768,53
769,10
770,29
771,42
772,99
773,38
774,59
775,98
776,65
777,66
778,68
779,68
780,15
781,101
782,99
783,131
784,99
785,37
786,96
787,11
788,67
789,99
790,13
791,49
792,99
793,10
794,94
795,49
796,78
797,54
798,61
799,76
800,10
801,60
802,84
803,68
804,98
805,76
806,13
807,49
808,108
809,13
810,16
811,101
812,10
813,95
814,103
815,92
816,80
817,44
818,10
819,31
820,10
821,36
822,74
823,47
824,64
825,35
826,112
827,30
828,19
829,62
830,93
831,10
832,68
833,83
834,13
835,57
836,47
837,79
838,54
839,61
840,16
841,62
842,15
843,33
844,26
845,80
846,89
847,53
848,29
849,92
850,68
851,48
852,97
853,25
854,47
855,10
856,89
857,34
858,61
859,29
860,49
861,64
862,67
863,29
864,10
865,24
866,40
867,51
868,60
869,48
870,10
871,64
872,35
873,12
874,80
875,87
876,64
877,35
878,75
879,92
880,69
881,62
882,23
883,63
884,63
885,78
886,38
887,67
888,17
889,20
890,57
891,84
892,15
893,63
894,41
895,14
896,37
897,74
898,57
899,12
900,67
901,68
902,51
903,27
904,12
905,11
906,30
907,19
908,70
909,69
910,66
911,52
912,36
913,64
914,34
915,30
916,32
917,82
918,34
919,79
920,99
921,10
922,74
923,11
924,85
925,105
926,88
927,10
928,10
929,76
930,71
931,49
932,79
933,64
934,77
935,10
936,46
937,10
938,49
939,135
940,17
941,68
942,125
943,20
944,47
945,44
946,60
947,66
948,26
949,38
950,108
951,10
952,17
953,10
954,49
955,45
956,84
957,94
958,19
959,62
960,61
961,11
962,33
963,65
964,13
965,35
966,22
967,57
968,41
969,14
970,109
971,50
972,53
973,12
974,15
975,10
976,10
977,17
978,59
979,73
980,32
981,72
982,35
983,20
984,98
985,75
986,62
987,63
988,66
989,10
990,58
991,46
992,94
993,10
994,59
995,34
996,85
997,10
998,98
999,10
1000,92
1001,86
1002,31
1003,64
1004,20
1005,39
1006,12
1007,75
1008,62
1009,47
1010,10
1011,34
1012,10
1013,17
1014,91
1015,80
1016,38
1017,68
1018,10
1019,35
1020,12
1021,33
1022,10
1023,10
1024,71
1025,53
1026,14
1027,51
1028,54
1029,55
1030,67
1031,36
1032,76
1033,20
1034,12
1035,39
1036,78
1037,32
1038,10
1039,18
1040,101
1041,26
1042,40
1043,83
1044,56
1045,26
1046,16
1047,65
1048,75
1049,67
1050,67
1051,106
1052,29
1053,84
1054,10
1055,47
1056,59
1057,19
1058,10
1059,10
1060,38
1061,10
1062,64
1063,63
1064,20
1065,48
1066,34
1067,107
1068,73
1069,64
1070,31
1071,61
1072,113
1073,66
1074,37
1075,90
1076,11
1077,13
1078,79
1079,38
1080,65
1081,10
1082,39
1083,15
1084,66
1085,80
1086,33
1087,62
1088,69
1089,66
1090,70
1091,64
1092,55
1093,63
1094,23
1095,87
1096,86
1097,58
1098,83
1099,70
1100,34
1101,72
1102,29
1103,40
1104,94
1105,82
1106,52
1107,78
1108,67
1109,64
1110,11
1111,73
1112,10
1113,12
1114,67
1115,12
1116,78
1117,16
1118,75
1119,10
1120,44
1121,67
1122,73
1123,116
1124,106
1125,10
1126,58
1127,44
1128,52
1129,44
1130,83
1131,53
1132,60
1133,101
1134,16
1135,67
1136,70
1137,16
1138,80
1139,10
1140,13
1141,73
1142,62
1143,17
1144,64
1145,10
1146,34
1147,30
1148,67
1149,55
1150,14
1151,50
1152,62
1153,74
1154,15
1155,13
1156,35
1157,11
1158,62
1159,10
1160,62
1161,10
1162,48
1163,35
1164,40
1165,10
1166,30
1167,42
1168,89
1169,62
1170,73
1171,10
1172,103
1173,37
1174,10
1175,11
1176,15
1177,10
1178,35
1179,93
1180,101
1181,21
1182,65
1183,42
1184,14
1185,46
1186,47
1187,37
1188,98
1189,10
1190,93
1191,82
1192,48
1193,79
1194,99
1195,29
1196,49
1197,30
1198,20
1199,10
1200,50
1201,10
1202,108
1203,10
1204,83
1205,10
1206,21
1207,86
1208,47
1209,36
1210,10
1211,50
1212,35
1213,37
1214,57
1215,118
1216,95
1217,40
1218,86
1219,83
1220,69
1221,10
1222,37
1223,16
1224,63
1225,36
1226,55
1227,90
1228,68
1229,32
1230,77
1231,103
1232,65
1233,57
1234,49
1235,83
1236,10
1237,10
1238,66
1239,65
1240,64
1241,11
1242,80
1243,81
1244,63
1245,10
1246,10
1247,10
1248,10
1249,12
1250,11
1251,94
1252,87
1253,63
1254,103
1255,10
1256,39
1257,10
1258,45
1259,40
1260,42
1261,52
1262,55
1263,71
1264,33
1265,97
1266,10
1267,58
1268,12
1269,45
1270,66
1271,68
1272,68
1273,95
1274,63
1275,12
1276,10
1277,60
1278,65
1279,63
1280,78
1281,30
1282,52
1283,10
1284,10
1285,17
1286,77
1287,52
1288,56
1289,66
1290,13
1291,64
1292,60
1293,59
1294,31
1295,66
1296,45
1297,92
1298,33
1299,15
1300,45
1301,65
1302,68
1303,61
1304,59
1305,30
1306,10
1307,57
1308,10
1309,65
1310,27
1311,10
1312,10
1313,51
1314,68
1315,81
1316,46
1317,78
1318,12
1319,10
1320,10
1321,60
1322,67
1323,13
1324,10
1325,104
1326,13
1327,25
1328,63
1329,32
1330,23
1331,10
1332,58
1333,10
1334,36
1335,49
1336,42
1337,66
1338,16
1339,10
1340,60
1341,10
1342,10
1343,36
1344,18
1345,19
1346,62
1347,64
1348,61
1349,10
1350,35
1351,56
1352,48
1353,34
1354,10
1355,105
1356,74
1357,36
1358,11
1359,10
1360,96
1361,102
1362,66
1363,64
1364,20
1365,28
1366,66
1367,81
1368,104
1369,63
1370,77
1371,34
1372,60
1373,78
1374,52
1375,11
1376,68
1377,62
1378,75
1379,32
1380,15
1381,46
1382,44
1383,50
1384,72
1385,78
1386,10
1387,59
1388,100
1389,10
1390,10
1391,102
1392,16
1393,55
1394,70
1395,10
1396,118
1397,79
1398,79
1399,78
1400,62
1401,10
1402,75
1403,10
1404,85
1405,62
1406,74
1407,98
1408,72
1409,37
1410,10
1411,100
1412,73
1413,31
1414,46
1415,88
1416,10
1417,65
1418,61
1419,80
1420,94
1421,78
1422,63
1423,10
1424,60
1425,10
1426,64
1427,45
1428,33
1429,19
1430,65
1431,64
1432,75
1433,75
1434,112
1435,66
1436,63
1437,43
1438,66
1439,62
1440,84
1441,100
1442,83
1443,44
1444,80
1445,56
1446,26
1447,93
1448,12
1449,16
1450,10
1451,28
1452,10
1453,89
1454,84
1455,15
1456,41
1457,70
1458,67
1459,80
1460,95
1461,82
1462,18
1463,11
1464,80
1465,15
1466,89
1467,76
1468,43
1469,12
1470,62
1471,13
1472,63
1473,87
1474,46
1475,88
1476,27
1477,48
1478,88
1479,62
1480,32
1481,78
1482,83
1483,10
1484,80
1485,72
1486,33
1487,103
1488,69
1489,78
1490,40
1491,45
1492,10
1493,17
1494,60
1495,14
1496,65
1497,10
1498,10
1499,75
1500,26
1501,62
1502,56
1503,63
1504,51
1505,12
1506,93
1507,11
1508,29
1509,28
1510,84
1511,71
1512,12
1513,46
1514,10
1515,100
1516,92
1517,85
1518,18
1519,39
1520,88
1521,49
1522,96
1523,62
1524,69
1525,89
1526,64
1527,53
1528,31
1529,68
1530,64
1531,87
1532,78
1533,73
1534,103
1535,55
1536,75
1537,56
1538,12
1539,12
1540,64
1541,69
1542,97
1543,66
1544,47
1545,56
1546,77
1547,97
1548,10
1549,31
1550,95
1551,22
1552,43
1553,58
1554,59
1555,64
1556,12
1557,57
1558,68
1559,92
1560,71
1561,45
1562,70
1563,47
1564,18
1565,65
1566,67
1567,33
1568,70
1569,62
1570,10
1571,57
1572,63
1573,10
1574,56
1575,66
1576,62
1577,57
1578,62
1579,59
1580,37
1581,58
1582,52
1583,64
1584,86
1585,39
1586,43
1587,40
1588,43
1589,37
1590,83
1591,47
1592,47
1593,66
1594,61
1595,44
1596,69
1597,58
1598,58
1599,41
1600,44
1601,50
1602,40
1603,67
1604,24
1605,39
1606,44
1607,63
1608,41
1609,74
1610,27
1611,43
1612,89
1613,54
1614,43
1615,32
1616,60
1617,78
1618,59
1619,79
1620,30
1621,10
1622,68
1623,34
1624,77
1625,44
1626,52
1627,10
1628,75
1629,64
1630,74
1631,65
1632,54
1633,97
1634,65
1635,10
1636,56
1637,44
1638,31
1639,46
1640,46
1641,66
1642,50
1643,13
1644,21
1645,56
1646,66
1647,79
1648,69
1649,46
1650,85
1651,49
1652,59
1653,21
1654,60
1655,40
1656,29
1657,59
1658,97
1659,44
1660,14
1661,104
1662,44
1663,30
1664,63
1665,32
1666,55
1667,45
1668,32
1669,64
1670,89
1671,53
1672,60
1673,52
1674,49
1675,50
1676,40
1677,76
1678,63
1679,74
1680,65
1681,54
1682,34
1683,38
1684,59
1685,88
1686,49
1687,10
1688,12
1689,47
1690,68
1691,77
1692,10
1693,59
1694,55
1695,22
1696,93
1697,64
1698,52
1699,33
1700,28
1701,10
1702,73
1703,49
1704,10
1705,61
1706,10
1707,21
1708,33
1709,96
1710,52
1711,18
1712,30
1713,81
1714,13
1715,10
1716,35
1717,58
1718,66
1719,70
1720,58
1721,78
1722,39
1723,38
1724,52
1725,16
1726,34
1727,62
1728,57
1729,70
1730,60
1731,52
1732,53
1733,49
1734,35
1735,65
1736,28
1737,24
1738,45
1739,65
1740,37
1741,55
1742,54
1743,44
1744,55
1745,15
1746,47
1747,55
1748,53
1749,57
1750,11
1751,39
1752,29
1753,52
1754,51
1755,96
1756,25
1757,60
1758,32
1759,15
1760,58
1761,56
1762,44
1763,11
1764,16
1765,28
1766,34
1767,33
1768,57
1769,35
1770,92
1771,39
1772,54
1773,98
1774,53
1775,63
1776,78
1777,60
1778,31
1779,36
1780,50
1781,44
1782,60
1783,56
1784,44
1785,12
1786,80
1787,48
1788,45
1789,27
1790,35
1791,30
1792,30
1793,58
1794,30
1795,19
1796,44
1797,47
1798,55
1799,29
1800,12
1801,41
1802,91
1803,64
1804,62
1805,66
1806,40
1807,68
1808,36
1809,40
1810,57
1811,55
1812,78
1813,20
1814,54
1815,12
1816,83
1817,90
1818,45
1819,50
1820,53
1821,37
1822,37
1823,73
1824,63
1825,49
1826,45
1827,44
1828,81
1829,54
1830,83
1831,61
1832,31
1833,48
1834,58
1835,15
1836,68
1837,52
1838,52
1839,52
1840,48
1841,60
1842,14
1843,57
1844,54
1845,60
1846,61
1847,54
1848,10
1849,61
1850,35
1851,61
1852,55
1853,54
1854,11
1855,72
1856,49
1857,62
1858,30
1859,75
1860,13
1861,23
1862,41
1863,79
1864,83
1865,90
1866,41
1867,88
1868,14
1869,59
1870,76
1871,76
1872,13
1873,55
1874,59
1875,35
1876,77
1877,27
1878,50
1879,41
1880,49
1881,56
1882,77
1883,63
1884,51
1885,51
1886,49
1887,20
1888,10
1889,71
1890,69
1891,53
1892,24
1893,16
1894,33
1895,28
1896,46
1897,74
1898,63
1899,46
1900,34
1901,42
1902,30
1903,67
1904,55
1905,97
1906,44
1907,43
1908,73
1909,44
1910,33
1911,59
1912,55
1913,42
1914,73
1915,52
1916,43
1917,66
1918,57
1919,43
1920,57
1921,72
1922,39
1923,80
1924,76
1925,51
1926,59
1927,16
1928,86
1929,48
1930,10
1931,29
1932,49
1933,72
1934,39
1935,53
1936,11
1937,46
1938,76
1939,47
1940,51
1941,39
1942,51
1943,73
1944,87
1945,38
1946,49
1947,49
1948,54
1949,64
1950,93
1951,36
1952,24
1953,45
1954,26
1955,47
1956,28
1957,20
1958,65
1959,46
1960,58
1961,27
1962,57
1963,55
1964,61
1965,70
1966,63
1967,30
1968,73
1969,55
1970,55
1971,52
1972,45
1973,88
1974,45
1975,54
1976,65
1977,37
1978,35
1979,62
1980,50
1981,56
1982,67
1983,49
1984,41
1985,24
1986,104
1987,39
1988,26
1989,43
1990,15
1991,54
1992,46
1993,58
1994,91
1995,34
1996,54
1997,43
1998,27
1999,14
2000,46
2001,62
2002,44
2003,39
2004,42
2005,40
2006,58
2007,32
2008,45
2009,68
2010,90
2011,41
2012,44
2013,36
2014,14
2015,82
2016,68
2017,65
2018,41
2019,53
2020,27
2021,47
2022,89
2023,11
2024,39
2025,53
2026,41
2027,51
2028,42
2029,25
2030,54
2031,22
2032,76
2033,28
2034,91
2035,38
2036,86
2037,46
2038,56
2039,39
2040,53
2041,30
2042,71
2043,72
2044,42
2045,46
2046,20
2047,53
2048,48
2049,65
2050,28
2051,53
2052,54
2053,62
2054,10
2055,48
2056,65
2057,86
2058,84
2059,45
2060,35
2061,49
2062,40
2063,57
2064,36
2065,52
2066,40
2067,87
2068,80
2069,38
2070,57
2071,86
2072,55
2073,48
2074,50
2075,48
2076,50
2077,42
2078,79
2079,36
2080,30
2081,47
2082,36
2083,13
2084,38
2085,71
2086,70
2087,62
2088,29
2089,36
2090,56
2091,47
2092,37
2093,54
2094,46
2095,27
2096,31
2097,79
2098,37
2099,59
2100,27
2101,10
2102,47
2103,35
2104,54
2105,47
2106,49
2107,60
2108,31
2109,44
2110,21
2111,58
2112,29
2113,13
2114,34
2115,22
2116,45
2117,45
2118,60
2119,11
2120,39
2121,49
2122,36
2123,25
2124,61
2125,57
2126,45
2127,22
2128,44
2129,86
2130,11
2131,55
2132,49
2133,26
2134,45
2135,39
2136,47
2137,63
2138,41
2139,40
2140,42
2141,52
2142,54
2143,64
2144,63
2145,78
2146,66
2147,92
2148,62
2149,55
2150,57
2151,77
2152,26
2153,58
2154,53
2155,80
2156,36
2157,82
2158,17
2159,74
2160,39
2161,39
2162,46
2163,52
2164,94
2165,86
2166,56
2167,54
2168,46
2169,59
2170,60
2171,61
2172,75
2173,55
2174,74
2175,23
2176,44
2177,47
2178,92
2179,38
2180,72
2181,51
2182,79
2183,83
2184,38
2185,23
2186,61
2187,24
2188,73
2189,61
2190,63
2191,52
2192,47
2193,63
2194,84
2195,32
2196,54
2197,102
2198,79
2199,46
2200,58
2201,48
2202,39
2203,45
2204,40
2205,94
2206,26
2207,80
2208,77
2209,30
2210,54
2211,17
2212,64
2213,45
2214,47
2215,15
2216,62
2217,50
2218,62
2219,61
2220,74
2221,61
2222,58
2223,46
2224,58
2225,43
2226,73
2227,34
2228,48
2229,73
2230,102
2231,14
2232,45
2233,73
2234,61
2235,91
2236,90
2237,68
2238,36
2239,52
2240,25
2241,77
2242,75
2243,57
2244,39
2245,55
2246,38
2247,42
2248,24
2249,42
2250,77
2251,90
2252,29
2253,58
2254,77
2255,61
2256,91
2257,76
2258,78
2259,45
2260,44
2261,76
2262,50
2263,23
2264,84
2265,25
2266,81
2267,48
2268,13
2269,56
2270,64
2271,43
2272,72
2273,58
2274,42
2275,60
2276,46
2277,51
2278,87
2279,26
2280,50
2281,72
2282,64
2283,31
2284,15
2285,53
2286,10
2287,54
2288,71
2289,43
2290,38
2291,50
2292,70
2293,60
2294,70
2295,34
2296,36
2297,80
2298,53
2299,67
2300,105
2301,66
2302,14
2303,72
2304,38
2305,36
2306,14
2307,18
2308,100
2309,54
2310,50
2311,98
2312,38
2313,56
2314,90
2315,25
2316,49
2317,12
2318,63
2319,38
2320,65
2321,65
2322,14
2323,49
2324,61
2325,72
2326,57
2327,92
2328,85
2329,64
2330,37
2331,49
2332,54
2333,92
2334,66
2335,86
2336,13
2337,71
2338,89
2339,92
2340,49
2341,15
2342,74
2343,57
2344,69
2345,82
2346,79
2347,37
2348,64
2349,53
2350,10
2351,73
2352,62
2353,61
2354,103
2355,75
2356,102
2357,73
2358,46
2359,49
2360,61
2361,44
2362,51
2363,57
2364,58
2365,36
2366,30
2367,17
2368,95
2369,70
2370,60
2371,76
2372,54
2373,40
2374,73
2375,34
2376,79
2377,14
2378,58
2379,80
2380,46
2381,64
2382,74
2383,49
2384,78
2385,36
2386,83
2387,88
2388,57
2389,66
2390,75
2391,85
2392,44
2393,12
2394,12
2395,54
2396,58
2397,62
2398,50
2399,77
2400,49
2401,66
2402,68
2403,45
2404,63
2405,59
2406,17
2407,64
2408,80
2409,94
2410,67
2411,30
2412,65
2413,21
2414,33
2415,104
2416,12
2417,45
2418,58
2419,43
2420,10
2421,65
2422,46
2423,45
2424,35
2425,62
2426,61
2427,44
2428,60
2429,40
2430,84
2431,66
2432,68
2433,67
2434,56
2435,22
2436,42
2437,51
2438,60
2439,67
2440,58
2441,46
2442,65
2443,41
2444,78
2445,67
2446,39
2447,34
2448,55
2449,12
2450,32
2451,36
2452,49
2453,77
2454,66
2455,13
2456,44
2457,65
2458,12
2459,59
2460,32
2461,61
2462,86
2463,60
2464,46
2465,74
2466,46
2467,45
2468,15
2469,17
2470,44
2471,51
2472,56
2473,30
2474,90
2475,84
2476,48
2477,40
2478,68
2479,50
2480,35
2481,14
2482,76
2483,45
2484,56
2485,61
2486,52
2487,47
2488,45
2489,20
2490,74
2491,67
2492,46
2493,65
2494,45
2495,43
2496,33
2497,69
2498,118
2499,23
2500,30
2501,42
2502,43
2503,58
2504,85
2505,91
2506,45
2507,74
2508,49
2509,67
2510,11
2511,20
2512,47
2513,39
2514,48
2515,24
2516,31
2517,12
2518,67
2519,63
2520,29
2521,29
2522,24
2523,34
2524,28
2525,14
2526,88
2527,59
2528,38
2529,25
2530,51
2531,61
2532,41
2533,27
2534,34
2535,73
2536,104
2537,15
2538,68
2539,13
2540,72
2541,85
2542,92
2543,81
2544,10
2545,65
2546,31
2547,73
2548,30
2549,74
2550,15
2551,48
2552,73
2553,56
2554,67
2555,13
2556,64
2557,88
2558,93
2559,66
2560,10
2561,40
2562,61
2563,10
2564,76
2565,15
2566,71
2567,24
2568,10
2569,20
2570,56
2571,57
2572,64
2573,50
2574,93
2575,55
2576,41
2577,92
2578,40
2579,74
2580,54
2581,62
2582,67
2583,63
2584,13
2585,30
2586,16
2587,62
2588,48
2589,60
2590,29
2591,73
2592,12
2593,38
2594,66
2595,95
2596,55
2597,71
2598,64
2599,59
2600,79
2601,67
2602,67
2603,78
2604,94
2605,89
2606,49
2607,12
2608,12
2609,33
2610,78
2611,17
2612,70
2613,16
2614,47
2615,24
2616,34
2617,45
2618,10
2619,41
2620,16
2621,65
2622,64
2623,32
2624,21
2625,82
2626,49
2627,45
2628,62
2629,66
2630,52
2631,97
2632,34
2633,48
2634,44
2635,32
2636,49
2637,10
2638,68
2639,98
2640,14
2641,22
2642,25
2643,74
2644,39
2645,56
2646,62
2647,83
2648,36
2649,44
2650,18
2651,52
2652,28
2653,37
2654,90
2655,50
2656,79
2657,76
2658,68
2659,19
2660,93
2661,80
2662,46
2663,58
2664,47
2665,17
2666,60
2667,67
2668,49
2669,63
2670,36
2671,10
2672,10
2673,65
2674,58
2675,47
2676,59
2677,23
2678,89
2679,18
2680,51
2681,62
2682,51
2683,13
2684,89
2685,30
2686,75
2687,12
2688,58
2689,34
2690,53
2691,87
2692,87
2693,68
2694,10
2695,25
2696,24
2697,57
2698,66
2699,21
2700,15
2701,45
2702,60
2703,10
2704,53
2705,53
2706,25
2707,12
2708,16
2709,81
2710,62
2711,11
2712,10
2713,55
2714,21
2715,24
2716,62
2717,27
2718,41
2719,104
2720,64
2721,48
2722,11
2723,18
2724,15
2725,23
2726,29
2727,38
2728,10
2729,52
2730,10
2731,70
2732,15
2733,20
2734,41
2735,11
2736,28
2737,10
2738,56
2739,71
2740,29
2741,83
2742,12
2743,25
2744,10
2745,22
2746,14
2747,10
2748,51
2749,77
2750,65
2751,20
2752,57
2753,90
2754,53
2755,65
2756,68
2757,70
2758,55
2759,39
2760,52
2761,104
2762,15
2763,29
2764,14
2765,57
2766,10
2767,11
2768,17
2769,10
2770,72
2771,66
2772,19
2773,10
2774,10
2775,12
2776,68
2777,10
2778,60
2779,73
2780,80
2781,57
2782,44
2783,14
2784,69
2785,10
2786,12
2787,11
2788,11
2789,64
2790,83
2791,10
2792,76
2793,49
2794,62
2795,37
2796,69
2797,11
2798,74
2799,10
2800,72
2801,11
2802,58
2803,26
2804,40
2805,42
2806,62
2807,12
2808,15
2809,49
2810,13
2811,17
2812,10
2813,10
2814,73
2815,16
2816,11
2817,10
2818,14
2819,72
2820,83
2821,13
2822,10
2823,68
2824,77
2825,19
2826,14
2827,12
2828,84
2829,64
2830,76
2831,60
2832,48
2833,70
2834,65
2835,10
2836,44
2837,19
2838,64
2839,16
2840,92
2841,109
2842,13
2843,10
2844,12
2845,84
2846,14
2847,61
2848,51
2849,16
2850,12
2851,40
2852,71
2853,63
2854,66
2855,82
2856,64
2857,63
2858,58
2859,93
2860,72
2861,92
2862,10
2863,35
2864,74
2865,76
2866,98
2867,11
2868,16
2869,10
2870,16
2871,15
2872,10
2873,10
2874,61
2875,75
2876,74
2877,94
2878,64
2879,10
2880,88
2881,16
2882,24
2883,63
2884,31
2885,43
2886,62
2887,62
2888,51
2889,92
2890,85
2891,63
2892,76
2893,32
2894,12
2895,92
2896,96
2897,14
2898,11
2899,34
2900,62
2901,64
2902,68
2903,78
2904,46
2905,30
2906,102
2907,66
2908,95
2909,62
2910,86
2911,10
2912,58
2913,10
2914,72
2915,100
2916,65
2917,93
2918,10
2919,25
2920,85
2921,72
2922,19
2923,65
2924,47
2925,10
2926,35
2927,27
2928,65
2929,44
2930,88
2931,10
2932,79
2933,10
2934,67
2935,75
2936,62
2937,71
2938,114
2939,51
2940,105
2941,35
2942,10
2943,20
2944,31
2945,88
2946,10
2947,97
2948,34
2949,61
2950,67
2951,101
2952,64
2953,74
2954,97
2955,56
2956,61
2957,61
2958,80
2959,70
2960,86
2961,70
2962,81
2963,34
2964,11
2965,51
2966,54
2967,49
2968,14
2969,54
2970,74
2971,50
2972,16
2973,10
2974,57
2975,81
2976,67
2977,64
2978,71
2979,110
2980,23
2981,60
2982,62
2983,122
2984,66
2985,31
2986,46
2987,12
2988,14
2989,36
2990,83
2991,61
2992,72
2993,69
2994,78
2995,34
2996,63
2997,81
